"","dyad_name","gender","GES_score","age","language","parent","experience","regular_contact","ID","id_in_group","stim_category","stim_number","time","soundLevel","startSound","RT","RT_from_onset","position","response"
"154","SMARTEST RUBY IBIS","Female",2.92,20,"Other","No","No","No","1 SMARTEST RUBY IBIS",1,"Cries",1,13:58:56,4,48056,0,0,"Left","none"
"155","SMARTEST RUBY IBIS","Female",2.92,20,"Other","No","No","No","1 SMARTEST RUBY IBIS",1,"Cries",3,13:43:27,4,48057,0,0,"Left","none"
"156","SMARTEST RUBY IBIS","Female",2.92,20,"Other","No","No","No","1 SMARTEST RUBY IBIS",1,"Cries",2,13:41:00,4,48059,0,0,"Left","none"
"157","SMARTEST RUBY IBIS","Female",2.92,20,"Other","No","No","No","1 SMARTEST RUBY IBIS",1,"Alarm",4,13:46:46,4,48060,0,0,"Left","none"
"158","SMARTEST RUBY IBIS","Female",2.92,20,"Other","No","No","No","1 SMARTEST RUBY IBIS",1,"Alarm",3,13:52:50,4,48057,0,0,"Left","none"
"159","SMARTEST RUBY IBIS","Female",2.92,20,"Other","No","No","No","1 SMARTEST RUBY IBIS",1,"Alarm",1,13:55:36,4,48057,0,0,"Left","none"
"160","SOFTER MELON OWL","Female",2.8,29,"Other","No","No","No","1 SOFTER MELON OWL",1,"Cries",1,15:35:42,4,48047,0,0,"Right","none"
"161","SOFTER MELON OWL","Female",2.8,29,"Other","No","No","No","1 SOFTER MELON OWL",1,"Cries",3,15:38:17,4,48056,0,0,"Right","none"
"162","SOFTER MELON OWL","Female",2.8,29,"Other","No","No","No","1 SOFTER MELON OWL",1,"Alarm",1,15:41:40,4,48059,0,0,"Right","none"
"163","SOFTER MELON OWL","Female",2.8,29,"Other","No","No","No","1 SOFTER MELON OWL",1,"Cries",4,15:33:17,4,48057,0,0,"Right","none"
"164","SOFTER MELON OWL","Female",2.8,29,"Other","No","No","No","1 SOFTER MELON OWL",1,"Alarm",2,15:46:14,4,48058,0,0,"Right","none"
"165","SOFTER MELON OWL","Female",2.8,29,"Other","No","No","No","1 SOFTER MELON OWL",1,"Alarm",4,15:48:22,4,48057,0,0,"Right","none"
"166","SOFTER MELON OWL","Female",2.8,29,"Other","No","No","No","1 SOFTER MELON OWL",1,"Alarm",3,15:51:18,4,48047,0,0,"Right","none"
"167","SOFTER MELON OWL","Female",2.8,29,"Other","No","No","No","1 SOFTER MELON OWL",1,"Cries",2,15:42:50,4,48050,0,0,"Right","none"
"168","STELLAR OLIVE SEAHORSE","Female",3.64,25,"Other","No","No","No","1 STELLAR OLIVE SEAHORSE",1,"Cries",3,16:49:06,4,48047,0,0,"Right","none"
"169","STELLAR OLIVE SEAHORSE","Female",3.64,25,"Other","No","No","No","1 STELLAR OLIVE SEAHORSE",1,"Cries",2,16:46:27,4,48059,0,0,"Right","none"
"170","STELLAR OLIVE SEAHORSE","Female",3.64,25,"Other","No","No","No","1 STELLAR OLIVE SEAHORSE",1,"Cries",4,16:59:56,4,48057,0,0,"Right","none"
"171","STELLAR OLIVE SEAHORSE","Female",3.64,25,"Other","No","No","No","1 STELLAR OLIVE SEAHORSE",1,"Alarm",1,16:50:31,4,48057,0,0,"Right","none"
"172","STELLAR OLIVE SEAHORSE","Female",3.64,25,"Other","No","No","No","1 STELLAR OLIVE SEAHORSE",1,"Alarm",2,16:53:11,4,48056,0,0,"Right","none"
"173","STELLAR OLIVE SEAHORSE","Female",3.64,25,"Other","No","No","No","1 STELLAR OLIVE SEAHORSE",1,"Alarm",3,16:56:51,4,48057,0,0,"Right","none"
"174","STELLAR OLIVE SEAHORSE","Female",3.64,25,"Other","No","No","No","1 STELLAR OLIVE SEAHORSE",1,"Cries",1,17:02:11,4,48048,0,0,"Right","none"
"175","STELLAR OLIVE SEAHORSE","Female",3.64,25,"Other","No","No","No","1 STELLAR OLIVE SEAHORSE",1,"Alarm",4,17:05:44,4,48057,0,0,"Right","none"
"176","USABLE RUST BOBCAT","Male",2.88,29,"Danish","No","No","No","1 USABLE RUST BOBCAT",1,"Alarm",4,15:06:05,4,48047,0,0,"Left","none"
"177","USABLE RUST BOBCAT","Male",2.88,29,"Danish","No","No","No","1 USABLE RUST BOBCAT",1,"Cries",3,15:09:17,4,48048,0,0,"Left","none"
"178","USABLE RUST BOBCAT","Male",2.88,29,"Danish","No","No","No","1 USABLE RUST BOBCAT",1,"Alarm",1,15:16:19,4,48048,0,0,"Left","none"
"179","USABLE RUST BOBCAT","Male",2.88,29,"Danish","No","No","No","1 USABLE RUST BOBCAT",1,"Cries",2,15:18:29,4,48048,0,0,"Left","none"
"180","USABLE RUST BOBCAT","Male",2.88,29,"Danish","No","No","No","1 USABLE RUST BOBCAT",1,"Alarm",2,15:21:45,4,48048,0,0,"Left","none"
"181","USABLE RUST BOBCAT","Male",2.88,29,"Danish","No","No","No","1 USABLE RUST BOBCAT",1,"Alarm",3,15:12:41,4,48048,0,0,"Left","none"
"182","USABLE RUST BOBCAT","Male",2.88,29,"Danish","No","No","No","1 USABLE RUST BOBCAT",1,"Cries",4,15:01:56,4,48058,0,0,"Left","none"
"183","USABLE RUST BOBCAT","Male",2.88,29,"Danish","No","No","No","1 USABLE RUST BOBCAT",1,"Cries",1,15:03:45,4,48048,0,0,"Left","none"
"184","USABLE RUST BOBCAT","Female",2.44,37,"Other","No","No","No","2 USABLE RUST BOBCAT",2,"Alarm",4,15:06:05,4,48047,0,0,"Right","none"
"185","USABLE RUST BOBCAT","Female",2.44,37,"Other","No","No","No","2 USABLE RUST BOBCAT",2,"Cries",3,15:09:17,4,48048,0,0,"Right","none"
"186","USABLE RUST BOBCAT","Female",2.44,37,"Other","No","No","No","2 USABLE RUST BOBCAT",2,"Alarm",1,15:16:19,4,48048,0,0,"Right","none"
"187","USABLE RUST BOBCAT","Female",2.44,37,"Other","No","No","No","2 USABLE RUST BOBCAT",2,"Cries",2,15:18:29,4,48048,0,0,"Right","none"
"188","USABLE RUST BOBCAT","Female",2.44,37,"Other","No","No","No","2 USABLE RUST BOBCAT",2,"Alarm",2,15:21:45,4,48048,0,0,"Right","none"
"189","USABLE RUST BOBCAT","Female",2.44,37,"Other","No","No","No","2 USABLE RUST BOBCAT",2,"Alarm",3,15:12:41,4,48048,0,0,"Right","none"
"190","USABLE RUST BOBCAT","Female",2.44,37,"Other","No","No","No","2 USABLE RUST BOBCAT",2,"Cries",4,15:01:56,4,48058,0,0,"Right","none"
"191","USABLE RUST BOBCAT","Female",2.44,37,"Other","No","No","No","2 USABLE RUST BOBCAT",2,"Cries",1,15:03:45,4,48048,0,0,"Right","none"
"192","VIVID NAVY OWL","Male",3.64,25,"Other","No","No","No","1 VIVID NAVY OWL",1,"Alarm",1,13:05:50,1,12087,23458,11371,"Left","Left"
"193","VIVID NAVY OWL","Male",3.64,25,"Other","No","No","No","1 VIVID NAVY OWL",1,"Cries",3,13:07:45,2,24038,29490,5452,"Left","Left"
"194","VIVID NAVY OWL","Male",3.64,25,"Other","No","No","No","1 VIVID NAVY OWL",1,"Alarm",3,13:11:11,1,12028,13343,1315,"Left","Left"
"195","VIVID NAVY OWL","Male",3.64,25,"Other","No","No","No","1 VIVID NAVY OWL",1,"Cries",4,13:12:48,3,36049,36512,463,"Left","Left"
"196","VIVID NAVY OWL","Male",3.64,25,"Other","No","No","No","1 VIVID NAVY OWL",1,"Cries",1,13:15:01,0,17,7772,7755,"Left","Left"
"197","VIVID NAVY OWL","Male",3.64,25,"Other","No","No","No","1 VIVID NAVY OWL",1,"Alarm",2,13:21:17,2,24028,33877,9849,"Left","Left"
"198","VIVID NAVY OWL","Male",3.64,25,"Other","No","No","No","1 VIVID NAVY OWL",1,"Cries",2,13:23:31,1,12028,23184,11156,"Left","Left"
"199","VIVID NAVY OWL","Male",3.64,25,"Other","No","No","No","1 VIVID NAVY OWL",1,"Alarm",4,13:18:19,4,48046,0,0,"Left","none"
"200","WILLING LILAC KIWI","Female",3.16,19,"Other","No","No","No","1 WILLING LILAC KIWI",1,"Alarm",1,13:01:19,4,48057,0,0,"Right","none"
"201","WILLING LILAC KIWI","Female",3.16,19,"Other","No","No","No","1 WILLING LILAC KIWI",1,"Cries",4,12:57:22,4,48057,0,0,"Right","none"
"202","WILLING LILAC KIWI","Female",3.16,19,"Other","No","No","No","1 WILLING LILAC KIWI",1,"Cries",1,13:07:00,4,48048,0,0,"Right","none"
"203","WILLING LILAC KIWI","Female",3.16,19,"Other","No","No","No","1 WILLING LILAC KIWI",1,"Cries",2,13:09:05,4,48057,0,0,"Right","none"
"204","WILLING LILAC KIWI","Female",3.16,19,"Other","No","No","No","1 WILLING LILAC KIWI",1,"Alarm",3,13:12:31,4,48052,0,0,"Right","none"
"205","WILLING LILAC KIWI","Female",3.16,19,"Other","No","No","No","1 WILLING LILAC KIWI",1,"Alarm",4,13:02:24,4,48057,0,0,"Right","none"
"206","WILLING LILAC KIWI","Female",3.16,19,"Other","No","No","No","1 WILLING LILAC KIWI",1,"Cries",3,13:16:51,4,48058,0,0,"Right","none"
"207","WILLING LILAC KIWI","Female",3.16,19,"Other","No","No","No","1 WILLING LILAC KIWI",1,"Alarm",2,13:14:05,4,48057,0,0,"Right","none"
